ds,y
2022-03-20,0
2022-03-21,0
2022-03-22,0
2022-03-23,0
2022-03-24,0
2022-03-25,0
2022-03-26,0
2022-03-27,0
2022-03-28,0
2022-03-29,0
2022-03-30,0
2022-03-31,1
2022-04-01,1
2022-04-02,0
2022-04-03,0
2022-04-04,0
2022-04-05,0
2022-04-06,0
2022-04-07,0
2022-04-08,0
2022-04-09,0
2022-04-10,54
2022-04-11,16
2022-04-12,2
2022-04-13,1
2022-04-14,0
2022-04-15,0
2022-04-16,0
2022-04-17,0
2022-04-18,0
2022-04-19,0
2022-04-20,0
2022-04-21,0
2022-04-22,0
2022-04-23,0
2022-04-24,0
2022-04-25,0
2022-04-26,0
2022-04-27,0
2022-04-28,0
2022-04-29,0
2022-04-30,0
2022-05-01,0
2022-05-02,0
2022-05-03,0
2022-05-04,0
2022-05-05,0
2022-05-06,0
2022-05-07,0
2022-05-08,0
2022-05-09,16
2022-05-10,4
2022-05-11,30
2022-05-12,26
2022-05-13,0
2022-05-14,21
2022-05-15,27
2022-05-16,0
2022-05-17,61
2022-05-18,0
2022-05-19,0
2022-05-20,0
2022-05-21,0
2022-05-22,14
2022-05-23,0
2022-05-24,12
2022-05-25,0
2022-05-26,20
2022-05-27,0
2022-05-28,0
2022-05-29,19
2022-05-30,0
2022-05-31,38
2022-06-01,10
2022-06-02,35
2022-06-03,3
2022-06-04,6
2022-06-05,0
2022-06-06,4
2022-06-07,6
2022-06-08,30
2022-06-09,11
2022-06-10,0
2022-06-11,0
2022-06-12,0
2022-06-13,0
2022-06-14,0
2022-06-15,0
2022-06-16,23
2022-06-17,4
2022-06-18,0
2022-06-19,42
2022-06-20,33
2022-06-21,0
2022-06-22,7
2022-06-23,8
2022-06-24,1
2022-06-25,0
2022-06-26,1
2022-06-27,4
2022-06-28,0
2022-06-29,0
2022-06-30,0
2022-07-01,0
2022-07-02,0
2022-07-03,0
2022-07-04,0
2022-07-05,0
2022-07-06,0
2022-07-07,0
2022-07-08,0
2022-07-09,0
2022-07-10,0
2022-07-11,0
2022-07-12,0
2022-07-13,0
2022-07-14,0
2022-07-15,0
2022-07-16,0
2022-07-17,0
2022-07-18,0
2022-07-19,1
